matchday,position,team_name,playedGames
9,9,Real Betis Balompié,9
9,10,Valencia CF,9
9,11,Getafe CF,9
9,12,Elche CF,9
9,13,CA Osasuna,9
9,14,Athletic Club,9
9,15,Deportivo Alavés,9
9,16,SD Eibar,9
9,17,Levante UD,9
9,18,RC Celta de Vigo,9
9,19,Real Valladolid CF,9
9,20,SD Huesca,9
10,1,Club Atlético de Madrid,10
10,2,Real Sociedad de Fútbol,10
10,3,Real Madrid CF,10
10,4,Villarreal CF,10
10,5,FC Barcelona,10
10,6,Granada CF,10
10,7,Sevilla FC,10
10,8,Cádiz CF,10
10,9,Valencia CF,10
10,10,Athletic Club,10
10,11,Getafe CF,10
10,12,Elche CF,10
10,13,Real Betis Balompié,10
10,14,CA Osasuna,10
10,15,Deportivo Alavés,10
10,16,SD Eibar,10
10,17,Real Valladolid CF,10
10,18,Levante UD,10
10,19,SD Huesca,10
10,20,RC Celta de Vigo,10
11,1,Club Atlético de Madrid,11
11,2,Real Sociedad de Fútbol,11
11,3,FC Barcelona,11
11,4,Real Madrid CF,11
11,5,Villarreal CF,11
11,6,Sevilla FC,11
11,7,Granada CF,11
11,8,Cádiz CF,11
11,9,Athletic Club,11
11,10,SD Eibar,11
11,11,Deportivo Alavés,11
11,12,Getafe CF,11
11,13,Elche CF,11
11,14,Valencia CF,11
11,15,Real Betis Balompié,11
11,16,CA Osasuna,11
11,17,Real Valladolid CF,11
11,18,RC Celta de Vigo,11
11,19,Levante UD,11
11,20,SD Huesca,11
12,1,Club Atlético de Madrid,12
12,2,Real Sociedad de Fútbol,12
12,3,Real Madrid CF,12
12,4,Villarreal CF,12
12,5,FC Barcelona,12
12,6,Sevilla FC,12
12,7,Cádiz CF,12
12,8,Granada CF,12
12,9,Real Betis Balompié,12
12,10,SD Eibar,12
12,11,Deportivo Alavés,12
12,12,Elche CF,12
12,13,Valencia CF,12
12,14,Athletic Club,12
12,15,Getafe CF,12
12,16,RC Celta de Vigo,12
12,17,Levante UD,12
12,18,CA Osasuna,12
12,19,Real Valladolid CF,12
12,20,SD Huesca,12
13,1,Club Atlético de Madrid,13
13,2,Real Sociedad de Fútbol,13
13,3,Real Madrid CF,13
13,4,FC Barcelona,13
13,5,Villarreal CF,13
13,6,Sevilla FC,13
13,7,Granada CF,13
13,8,Cádiz CF,13
13,9,RC Celta de Vigo,13
13,10,Real Betis Balompié,13
13,11,SD Eibar,13
13,12,Valencia CF,13
13,13,Athletic Club,13
13,14,Deportivo Alavés,13
13,15,Elche CF,13
13,16,Real Valladolid CF,13
13,17,Getafe CF,13
13,18,Levante UD,13
13,19,SD Huesca,13
13,20,CA Osasuna,13
14,1,Club Atlético de Madrid,14
14,2,Real Madrid CF,14
14,3,Real Sociedad de Fútbol,14
14,4,Villarreal CF,14
14,5,FC Barcelona,14
14,6,Granada CF,14
14,7,Sevilla FC,14
14,8,RC Celta de Vigo,14
14,9,Cádiz CF,14
14,10,Athletic Club,14
14,11,Getafe CF,14
14,12,Real Betis Balompié,14
14,13,Valencia CF,14
14,14,Levante UD,14
14,15,SD Eibar,14
14,16,Deportivo Alavés,14
14,17,Real Valladolid CF,14
14,18,Elche CF,14
14,19,SD Huesca,14
14,20,CA Osasuna,14
15,1,Club Atlético de Madrid,15
15,2,Real Madrid CF,15
15,3,FC Barcelona,15
15,4,Real Sociedad de Fútbol,15
15,5,Villarreal CF,15
15,6,Sevilla FC,15
15,7,Granada CF,15
15,8,RC Celta de Vigo,15
15,9,Real Betis Balompié,15
15,10,Athletic Club,15
15,11,Cádiz CF,15
15,12,Deportivo Alavés,15
15,13,Getafe CF,15
15,14,Levante UD,15
15,15,Valencia CF,15
15,16,SD Eibar,15
15,17,Elche CF,15
15,18,Real Valladolid CF,15
15,19,SD Huesca,15
15,20,CA Osasuna,15
16,1,Club Atlético de Madrid,16
16,2,Real Madrid CF,16
16,3,Real Sociedad de Fútbol,16
16,4,Sevilla FC,16
16,5,FC Barcelona,16
16,6,Granada CF,16
16,7,Villarreal CF,16
16,8,RC Celta de Vigo,16
16,9,Levante UD,16
16,10,Cádiz CF,16
16,11,Real Betis Balompié,16
16,12,Athletic Club,16
16,13,Deportivo Alavés,16
16,14,Getafe CF,16
16,15,SD Eibar,16
16,16,Elche CF,16
16,17,Valencia CF,16
16,18,Real Valladolid CF,16
16,19,CA Osasuna,16
16,20,SD Huesca,16
17,1,Club Atlético de Madrid,17
17,2,Real Madrid CF,17
17,3,FC Barcelona,17
17,4,Real Sociedad de Fútbol,17
17,5,Sevilla FC,17
17,6,Villarreal CF,17
17,7,Granada CF,17
17,8,RC Celta de Vigo,17
17,9,Athletic Club,17
17,10,Cádiz CF,17
17,11,Real Betis Balompié,17
17,12,Levante UD,17
17,13,SD Eibar,17
17,14,Deportivo Alavés,17
17,15,Real Valladolid CF,17
17,16,Getafe CF,17
17,17,Valencia CF,17
17,18,Elche CF,17
17,19,CA Osasuna,17
17,20,SD Huesca,17
18,1,Club Atlético de Madrid,18
18,2,Real Madrid CF,18
18,3,FC Barcelona,18
18,4,Sevilla FC,18
18,5,Villarreal CF,18
18,6,Real Sociedad de Fútbol,18
18,7,Granada CF,18
18,8,RC Celta de Vigo,18
18,9,Cádiz CF,18
18,10,Real Betis Balompié,18
18,11,Levante UD,18
18,12,Athletic Club,18
18,13,Getafe CF,18
18,14,Valencia CF,18
18,15,SD Eibar,18
18,16,Deportivo Alavés,18
18,17,Real Valladolid CF,18
18,18,Elche CF,18
18,19,CA Osasuna,18
18,20,SD Huesca,18
19,1,Club Atlético de Madrid,19
19,2,Real Madrid CF,19
19,3,FC Barcelona,19
19,4,Sevilla FC,19
19,5,Villarreal CF,19
19,6,Real Sociedad de Fútbol,19
19,7,Granada CF,19
19,8,Real Betis Balompié,19
19,9,Cádiz CF,19
19,10,Levante UD,19
19,11,Getafe CF,19
19,12,RC Celta de Vigo,19
19,13,Athletic Club,19
19,14,Valencia CF,19
19,15,SD Eibar,19
19,16,Real Valladolid CF,19
19,17,Deportivo Alavés,19
19,18,Elche CF,19
19,19,CA Osasuna,19
19,20,SD Huesca,19
20,1,Club Atlético de Madrid,20
20,2,Real Madrid CF,20
20,3,FC Barcelona,20
20,4,Sevilla FC,20
20,5,Villarreal CF,20
20,6,Real Sociedad de Fútbol,20
20,7,Granada CF,20
20,8,Real Betis Balompié,20
20,9,Athletic Club,20
20,10,Levante UD,20
20,11,RC Celta de Vigo,20
20,12,Cádiz CF,20
20,13,Getafe CF,20
20,14,Valencia CF,20
20,15,SD Eibar,20
20,16,Real Valladolid CF,20
20,17,CA Osasuna,20
20,18,Deportivo Alavés,20
20,19,Elche CF,20
20,20,SD Huesca,20
21,1,Club Atlético de Madrid,21
21,2,FC Barcelona,21
21,3,Real Madrid CF,21
21,4,Sevilla FC,21
21,5,Villarreal CF,21
21,6,Real Sociedad de Fútbol,21
21,7,Real Betis Balompié,21
21,8,Granada CF,21
21,9,Levante UD,21
21,10,RC Celta de Vigo,21
21,11,Athletic Club,21
21,12,Getafe CF,21
21,13,Cádiz CF,21
21,14,Valencia CF,21
21,15,SD Eibar,21
21,16,Real Valladolid CF,21
21,17,CA Osasuna,21
21,18,Deportivo Alavés,21
21,19,Elche CF,21
21,20,SD Huesca,21
22,1,Club Atlético de Madrid,22
22,2,FC Barcelona,22
22,3,Real Madrid CF,22
22,4,Sevilla FC,22
22,5,Villarreal CF,22
22,6,Real Sociedad de Fútbol,22
22,7,Real Betis Balompié,22
22,8,Granada CF,22
22,9,Levante UD,22
22,10,RC Celta de Vigo,22
22,11,Athletic Club,22
22,12,Valencia CF,22
22,13,Getafe CF,22
22,14,Cádiz CF,22
22,15,CA Osasuna,22
22,16,Deportivo Alavés,22
22,17,SD Eibar,22
22,18,Real Valladolid CF,22
22,19,Elche CF,22
22,20,SD Huesca,22
23,1,Club Atlético de Madrid,23
23,2,FC Barcelona,23
23,3,Real Madrid CF,23
23,4,Sevilla FC,23
23,5,Real Sociedad de Fútbol,23
23,6,Villarreal CF,23
23,7,Real Betis Balompié,23
23,8,Granada CF,23
23,9,RC Celta de Vigo,23
23,10,Athletic Club,23
23,11,Levante UD,23
23,12,CA Osasuna,23
23,13,Valencia CF,23
23,14,Getafe CF,23
23,15,Cádiz CF,23
23,16,Deportivo Alavés,23
23,17,SD Eibar,23
23,18,Real Valladolid CF,23
23,19,Elche CF,23
23,20,SD Huesca,23
24,1,Club Atlético de Madrid,24
24,2,Real Madrid CF,24
24,3,Sevilla FC,24
24,4,FC Barcelona,24
24,5,Real Sociedad de Fútbol,24
24,6,Villarreal CF,24
24,7,Real Betis Balompié,24
24,8,Levante UD,24
24,9,Granada CF,24
24,10,Athletic Club,24
24,11,RC Celta de Vigo,24
24,12,Valencia CF,24
24,13,CA Osasuna,24
24,14,Cádiz CF,24
24,15,Getafe CF,24
24,16,Deportivo Alavés,24
24,17,SD Eibar,24
24,18,Real Valladolid CF,24
24,19,Elche CF,24
24,20,SD Huesca,24
25,1,Club Atlético de Madrid,25
25,2,FC Barcelona,25
25,3,Real Madrid CF,25
25,4,Sevilla FC,25
25,5,Real Sociedad de Fútbol,25
25,6,Real Betis Balompié,25
25,7,Villarreal CF,25
25,8,Granada CF,25
25,9,Levante UD,25
25,10,Athletic Club,25
25,11,RC Celta de Vigo,25
25,12,CA Osasuna,25
25,13,Valencia CF,25
25,14,Getafe CF,25
25,15,Cádiz CF,25
25,16,SD Eibar,25
25,17,Real Valladolid CF,25
25,18,Deportivo Alavés,25
25,19,Elche CF,25
25,20,SD Huesca,25
26,1,Club Atlético de Madrid,26
26,2,FC Barcelona,26
26,3,Real Madrid CF,26
26,4,Sevilla FC,26
26,5,Real Sociedad de Fútbol,26
26,6,Real Betis Balompié,26
26,7,Villarreal CF,26
26,8,Athletic Club,26
26,9,RC Celta de Vigo,26
26,10,Granada CF,26
26,11,Levante UD,26
26,12,Valencia CF,26
26,13,CA Osasuna,26
26,14,Cádiz CF,26
26,15,Getafe CF,26
26,16,Real Valladolid CF,26
26,17,Elche CF,26
26,18,SD Eibar,26
26,19,Deportivo Alavés,26
26,20,SD Huesca,26
27,1,Club Atlético de Madrid,27
27,2,FC Barcelona,27
27,3,Real Madrid CF,27
27,4,Sevilla FC,27
27,5,Real Sociedad de Fútbol,27
27,6,Real Betis Balompié,27
27,7,Villarreal CF,27
27,8,Granada CF,27
27,9,Levante UD,27
27,10,Athletic Club,27
27,11,RC Celta de Vigo,27
27,12,Valencia CF,27
27,13,CA Osasuna,27
27,14,Cádiz CF,27
27,15,Getafe CF,27
27,16,Real Valladolid CF,27
27,17,Elche CF,27
27,18,Deportivo Alavés,27
27,19,SD Eibar,27
27,20,SD Huesca,27
28,1,Club Atlético de Madrid,28
28,2,FC Barcelona,28
28,3,Real Madrid CF,28
28,4,Sevilla FC,28
28,5,Real Sociedad de Fútbol,28
28,6,Real Betis Balompié,28
28,7,Villarreal CF,28
28,8,Granada CF,28
28,9,Athletic Club,28
28,10,Levante UD,28
28,11,RC Celta de Vigo,28
28,12,Valencia CF,28
28,13,CA Osasuna,28
28,14,Getafe CF,28
28,15,Cádiz CF,28
28,16,Real Valladolid CF,28
28,17,Elche CF,28
28,18,SD Eibar,28
28,19,Deportivo Alavés,28
28,20,SD Huesca,28
29,1,Club Atlético de Madrid,29
29,2,FC Barcelona,29
29,3,Real Madrid CF,29
29,4,Sevilla FC,29
29,5,Real Sociedad de Fútbol,29
29,6,Villarreal CF,29
29,7,Real Betis Balompié,29
29,8,RC Celta de Vigo,29
29,9,Athletic Club,29
29,10,Granada CF,29
29,11,Levante UD,29
29,12,Valencia CF,29
29,13,Cádiz CF,29
29,14,CA Osasuna,29
29,15,Getafe CF,29
29,16,Real Valladolid CF,29
29,17,Elche CF,29
29,18,SD Huesca,29
29,19,SD Eibar,29
29,20,Deportivo Alavés,29
30,1,Club Atlético de Madrid,30
30,2,Real Madrid CF,30
30,3,FC Barcelona,30
30,4,Sevilla FC,30
30,5,Real Sociedad de Fútbol,30
30,6,Real Betis Balompié,30
30,7,Villarreal CF,30
30,8,Granada CF,30
30,9,Levante UD,30
30,10,Athletic Club,30
30,11,RC Celta de Vigo,30
30,12,Cádiz CF,30
30,13,Valencia CF,30
30,14,CA Osasuna,30
30,15,Getafe CF,30
30,16,SD Huesca,30
30,17,Real Valladolid CF,30
30,18,Elche CF,30
30,19,Deportivo Alavés,30
30,20,SD Eibar,30
31,1,Club Atlético de Madrid,31
31,2,Real Madrid CF,31
31,3,FC Barcelona,31
31,4,Sevilla FC,31
31,5,Real Sociedad de Fútbol,31
31,6,Real Betis Balompié,31
31,7,Villarreal CF,31
31,8,Granada CF,31
31,9,Athletic Club,31
31,10,Levante UD,31
31,11,RC Celta de Vigo,31
31,12,CA Osasuna,31
31,13,Cádiz CF,31
31,14,Valencia CF,31
31,15,Getafe CF,31
31,16,Real Valladolid CF,31
31,17,SD Huesca,31
31,18,Elche CF,31
31,19,Deportivo Alavés,31
31,20,SD Eibar,31
32,1,FC Barcelona,32
32,2,Club Atlético de Madrid,32
32,3,Real Madrid CF,32
32,4,Sevilla FC,32
32,5,Real Sociedad de Fútbol,32
32,6,Real Betis Balompié,32
32,7,Villarreal CF,32
32,8,Granada CF,32
32,9,Athletic Club,32
32,10,RC Celta de Vigo,32
32,11,Levante UD,32
32,12,CA Osasuna,32
32,13,Cádiz CF,32
32,14,Valencia CF,32
32,15,Getafe CF,32
32,16,Elche CF,32
32,17,Real Valladolid CF,32
32,18,Deportivo Alavés,32
32,19,SD Huesca,32
32,20,SD Eibar,32
33,1,Club Atlético de Madrid,33
33,2,FC Barcelona,33
33,3,Real Madrid CF,33
33,4,Sevilla FC,33
33,5,Real Sociedad de Fútbol,33
33,6,Real Betis Balompié,33
33,7,Villarreal CF,33
33,8,Granada CF,33
33,9,Athletic Club,33
33,10,RC Celta de Vigo,33
33,11,CA Osasuna,33
33,12,Levante UD,33
33,13,Cádiz CF,33
33,14,Valencia CF,33
33,15,Getafe CF,33
33,16,Deportivo Alavés,33
33,17,Real Valladolid CF,33
33,18,Elche CF,33
33,19,SD Huesca,33
33,20,SD Eibar,33
34,1,Club Atlético de Madrid,34
34,2,FC Barcelona,34
34,3,Real Madrid CF,34
34,4,Sevilla FC,34
34,5,Real Sociedad de Fútbol,34
34,6,Villarreal CF,34
34,7,Real Betis Balompié,34
34,8,Athletic Club,34
34,9,Granada CF,34
34,10,RC Celta de Vigo,34
34,11,CA Osasuna,34
34,12,Cádiz CF,34
34,13,Levante UD,34
34,14,Valencia CF,34
34,15,Getafe CF,34
34,16,Real Valladolid CF,34
34,17,Deportivo Alavés,34
34,18,SD Huesca,34
34,19,Elche CF,34
34,20,SD Eibar,34
35,1,Club Atlético de Madrid,35
35,2,FC Barcelona,35
35,3,Real Madrid CF,35
35,4,Sevilla FC,35
35,5,Real Sociedad de Fútbol,35
35,6,Real Betis Balompié,35
35,7,Villarreal CF,35
35,8,RC Celta de Vigo,35
35,9,Athletic Club,35
35,10,Granada CF,35
35,11,Cádiz CF,35
35,12,CA Osasuna,35
35,13,Valencia CF,35
35,14,Levante UD,35
35,15,Getafe CF,35
35,16,Deportivo Alavés,35
35,17,Real Valladolid CF,35
35,18,SD Huesca,35
35,19,Elche CF,35
35,20,SD Eibar,35
36,1,Club Atlético de Madrid,36
36,2,Real Madrid CF,36
36,3,FC Barcelona,36
36,4,Sevilla FC,36
36,5,Real Sociedad de Fútbol,36
36,6,Villarreal CF,36
36,7,Real Betis Balompié,36
36,8,RC Celta de Vigo,36
36,9,Athletic Club,36
36,10,Granada CF,36
36,11,CA Osasuna,36
36,12,Cádiz CF,36
36,13,Levante UD,36
36,14,Valencia CF,36
36,15,Deportivo Alavés,36
36,16,Getafe CF,36
36,17,SD Huesca,36
36,18,Real Valladolid CF,36
36,19,SD Eibar,36
36,20,Elche CF,36
37,1,Club Atlético de Madrid,37
37,2,Real Madrid CF,37
37,3,FC Barcelona,37
37,4,Sevilla FC,37
37,5,Real Sociedad de Fútbol,37
37,6,Villarreal CF,37
37,7,Real Betis Balompié,37
37,8,RC Celta de Vigo,37
37,9,Athletic Club,37
37,10,Granada CF,37
37,11,CA Osasuna,37
37,12,Cádiz CF,37
37,13,Valencia CF,37
37,14,Levante UD,37
37,15,Deportivo Alavés,37
37,16,Getafe CF,37
37,17,SD Huesca,37
37,18,Elche CF,37
37,19,Real Valladolid CF,37
37,20,SD Eibar,37
38,1,Club Atlético de Madrid,38
38,2,Real Madrid CF,38
38,3,FC Barcelona,38
38,4,Sevilla FC,38
38,5,Real Sociedad de Fútbol,38
38,6,Real Betis Balompié,38
38,7,Villarreal CF,38
38,8,RC Celta de Vigo,38
38,9,Athletic Club,38
38,10,Granada CF,38
38,11,CA Osasuna,38
38,12,Cádiz CF,38
38,13,Valencia CF,38
38,14,Levante UD,38
38,15,Getafe CF,38
38,16,Deportivo Alavés,38
38,17,Elche CF,38
38,18,SD Huesca,38
38,19,Real Valladolid CF,38
38,20,SD Eibar,38
