matchday,position,team_name,playedGames,points,goalsFor,goalsAgainst,goalDifference
7,18,SpVgg Greuther Fürth 1903,7,1,5,19,-14
8,1,FC Bayern München,8,19,29,8,21
8,2,Borussia Dortmund,8,18,22,14,8
8,3,Bayer 04 Leverkusen,8,16,21,12,9
8,4,SC Freiburg,8,16,12,6,6
8,5,1. FC Union Berlin,8,15,12,9,3
8,6,VfL Wolfsburg,8,13,9,10,-1
8,7,1. FC Köln,8,12,13,14,-1
8,8,RB Leipzig,8,11,16,8,8
8,9,TSG 1899 Hoffenheim,8,11,17,11,6
8,10,Borussia Mönchengladbach,8,11,10,11,-1
8,11,1. FSV Mainz 05,8,10,8,8,0
8,12,VfB Stuttgart,8,9,13,14,-1
8,13,Hertha BSC,8,9,10,21,-11
8,14,Eintracht Frankfurt,8,8,9,12,-3
8,15,VfL Bochum 1848,8,7,5,16,-11
8,16,FC Augsburg,8,6,4,14,-10
8,17,Arminia Bielefeld,8,5,4,11,-7
8,18,SpVgg Greuther Fürth 1903,8,1,5,20,-15
9,1,FC Bayern München,9,22,33,8,25
9,2,Borussia Dortmund,9,21,25,15,10
9,3,SC Freiburg,9,19,14,6,8
9,4,Bayer 04 Leverkusen,9,17,23,14,9
9,5,1. FC Union Berlin,9,16,13,10,3
9,6,RB Leipzig,9,14,20,9,11
9,7,1. FSV Mainz 05,9,13,12,9,3
9,8,1. FC Köln,9,13,15,16,-1
9,9,VfL Wolfsburg,9,13,9,12,-3
9,10,Hertha BSC,9,12,11,21,-10
9,11,TSG 1899 Hoffenheim,9,11,17,15,2
9,12,Borussia Mönchengladbach,9,11,10,12,-2
9,13,VfB Stuttgart,9,10,14,15,-1
9,14,VfL Bochum 1848,9,10,7,16,-9
9,15,Eintracht Frankfurt,9,8,9,14,-5
9,16,FC Augsburg,9,6,5,18,-13
9,17,Arminia Bielefeld,9,5,5,14,-9
9,18,SpVgg Greuther Fürth 1903,9,1,6,24,-18
10,1,FC Bayern München,10,25,38,10,28
10,2,Borussia Dortmund,10,24,27,15,12
10,3,SC Freiburg,10,22,17,7,10
10,4,Bayer 04 Leverkusen,10,17,23,16,7
10,5,1. FSV Mainz 05,10,16,14,10,4
10,6,1. FC Union Berlin,10,16,15,15,0
10,7,VfL Wolfsburg,10,16,11,12,-1
10,8,RB Leipzig,10,15,21,10,11
10,9,TSG 1899 Hoffenheim,10,14,19,15,4
10,10,Borussia Mönchengladbach,10,14,12,13,-1
10,11,1. FC Köln,10,13,15,18,-3
10,12,Hertha BSC,10,12,11,23,-12
10,13,VfB Stuttgart,10,10,15,19,-4
10,14,VfL Bochum 1848,10,10,8,18,-10
10,15,Eintracht Frankfurt,10,9,10,15,-5
10,16,FC Augsburg,10,9,9,19,-10
10,17,Arminia Bielefeld,10,5,6,16,-10
10,18,SpVgg Greuther Fürth 1903,10,1,7,27,-20
11,1,FC Bayern München,11,28,40,11,29
11,2,Borussia Dortmund,11,24,28,17,11
11,3,SC Freiburg,11,22,18,9,9
11,4,VfL Wolfsburg,11,19,12,12,0
11,5,RB Leipzig,11,18,23,11,12
11,6,Bayer 04 Leverkusen,11,18,24,17,7
11,7,1. FSV Mainz 05,11,17,15,11,4
11,8,1. FC Union Berlin,11,17,17,17,0
11,9,Borussia Mönchengladbach,11,15,13,14,-1
11,10,TSG 1899 Hoffenheim,11,14,19,17,2
11,11,1. FC Köln,11,14,17,20,-3
11,12,VfL Bochum 1848,11,13,10,18,-8
11,13,Hertha BSC,11,13,12,24,-12
11,14,Eintracht Frankfurt,11,12,12,16,-4
11,15,VfB Stuttgart,11,10,15,20,-5
11,16,FC Augsburg,11,9,9,20,-11
11,17,Arminia Bielefeld,11,8,7,16,-9
11,18,SpVgg Greuther Fürth 1903,11,1,8,29,-21
12,1,FC Bayern München,12,28,41,13,28
12,2,Borussia Dortmund,12,27,30,18,12
12,3,SC Freiburg,12,22,18,11,7
12,4,Bayer 04 Leverkusen,12,21,25,17,8
12,5,1. FC Union Berlin,12,20,19,17,2
12,6,VfL Wolfsburg,12,20,14,14,0
12,7,RB Leipzig,12,18,23,13,10
12,8,1. FSV Mainz 05,12,18,16,12,4
12,9,Borussia Mönchengladbach,12,18,17,14,3
12,10,TSG 1899 Hoffenheim,12,17,21,17,4
12,11,Eintracht Frankfurt,12,15,14,16,-2
12,12,1. FC Köln,12,15,18,21,-3
12,13,VfL Bochum 1848,12,13,10,19,-9
12,14,Hertha BSC,12,13,12,26,-14
12,15,FC Augsburg,12,12,11,21,-10
12,16,VfB Stuttgart,12,10,16,22,-6
12,17,Arminia Bielefeld,12,9,9,18,-9
12,18,SpVgg Greuther Fürth 1903,12,1,8,33,-25
13,1,FC Bayern München,13,31,42,13,29
13,2,Borussia Dortmund,13,30,33,19,14
13,3,Bayer 04 Leverkusen,13,24,28,18,10
13,4,SC Freiburg,13,22,19,13,6
13,5,TSG 1899 Hoffenheim,13,20,27,20,7
13,6,1. FC Union Berlin,13,20,20,19,1
13,7,VfL Wolfsburg,13,20,15,17,-2
13,8,RB Leipzig,13,18,24,16,8
13,9,1. FSV Mainz 05,13,18,17,14,3
13,10,1. FC Köln,13,18,22,22,0
13,11,Borussia Mönchengladbach,13,18,18,18,0
13,12,Eintracht Frankfurt,13,18,16,17,-1
13,13,VfL Bochum 1848,13,16,12,20,-8
13,14,Hertha BSC,13,14,13,27,-14
13,15,VfB Stuttgart,13,13,18,23,-5
13,16,FC Augsburg,13,13,12,22,-10
13,17,Arminia Bielefeld,13,9,9,19,-10
13,18,SpVgg Greuther Fürth 1903,13,1,11,39,-28
14,1,FC Bayern München,14,34,45,15,30
14,2,Borussia Dortmund,14,30,35,22,13
14,3,Bayer 04 Leverkusen,14,27,35,19,16
14,4,SC Freiburg,14,25,25,13,12
14,5,TSG 1899 Hoffenheim,14,23,30,22,8
14,6,1. FC Union Berlin,14,23,22,20,2
14,7,1. FSV Mainz 05,14,21,20,14,6
14,8,VfL Wolfsburg,14,20,15,20,-5
14,9,1. FC Köln,14,19,23,23,0
14,10,VfL Bochum 1848,14,19,15,22,-7
14,11,RB Leipzig,14,18,25,18,7
14,12,Eintracht Frankfurt,14,18,18,20,-2
14,13,Borussia Mönchengladbach,14,18,18,24,-6
14,14,Hertha BSC,14,15,15,29,-14
14,15,VfB Stuttgart,14,14,20,25,-5
14,16,FC Augsburg,14,13,14,25,-11
14,17,Arminia Bielefeld,14,10,10,20,-10
14,18,SpVgg Greuther Fürth 1903,14,1,12,46,-34
15,1,FC Bayern München,15,37,47,16,31
15,2,Borussia Dortmund,15,31,36,23,13
15,3,Bayer 04 Leverkusen,15,27,37,24,13
15,4,TSG 1899 Hoffenheim,15,26,32,23,9
15,5,SC Freiburg,15,25,26,15,11
15,6,1. FC Union Berlin,15,23,22,21,1
15,7,RB Leipzig,15,21,29,19,10
15,8,1. FSV Mainz 05,15,21,21,16,5
15,9,Eintracht Frankfurt,15,21,23,22,1
15,10,VfL Bochum 1848,15,20,16,23,-7
15,11,VfL Wolfsburg,15,20,15,22,-7
15,12,1. FC Köln,15,19,23,25,-2
15,13,Borussia Mönchengladbach,15,18,19,28,-9
15,14,Hertha BSC,15,18,17,29,-12
15,15,VfB Stuttgart,15,17,22,25,-3
15,16,FC Augsburg,15,16,16,25,-9
15,17,Arminia Bielefeld,15,10,10,22,-12
15,18,SpVgg Greuther Fürth 1903,15,4,13,46,-33
16,1,FC Bayern München,16,40,52,16,36
16,2,Borussia Dortmund,16,34,39,23,16
16,3,Bayer 04 Leverkusen,16,28,39,26,13
16,4,TSG 1899 Hoffenheim,16,27,34,25,9
16,5,SC Freiburg,16,26,26,15,11
16,6,1. FSV Mainz 05,16,24,25,16,9
16,7,Eintracht Frankfurt,16,24,26,24,2
16,8,1. FC Union Berlin,16,24,22,21,1
16,9,RB Leipzig,16,22,30,20,10
16,10,1. FC Köln,16,22,26,27,-1
16,11,VfL Wolfsburg,16,20,17,25,-8
16,12,VfL Bochum 1848,16,20,16,25,-9
16,13,Borussia Mönchengladbach,16,18,21,31,-10
16,14,Hertha BSC,16,18,17,33,-16
16,15,VfB Stuttgart,16,17,22,30,-8
16,16,FC Augsburg,16,17,17,26,-9
16,17,Arminia Bielefeld,16,13,12,22,-10
16,18,SpVgg Greuther Fürth 1903,16,4,13,49,-36
17,1,FC Bayern München,17,43,56,16,40
17,2,Borussia Dortmund,17,34,41,26,15
17,3,SC Freiburg,17,29,28,16,12
17,4,Bayer 04 Leverkusen,17,28,40,28,12
17,5,TSG 1899 Hoffenheim,17,28,35,26,9
17,6,Eintracht Frankfurt,17,27,27,24,3
17,7,1. FC Union Berlin,17,27,23,21,2
17,8,1. FC Köln,17,25,27,27,0
17,9,1. FSV Mainz 05,17,24,25,17,8
17,10,RB Leipzig,17,22,30,22,8
17,11,Hertha BSC,17,21,20,35,-15
17,12,VfL Bochum 1848,17,20,16,26,-10
17,13,VfL Wolfsburg,17,20,17,29,-12
17,14,Borussia Mönchengladbach,17,19,22,32,-10
17,15,FC Augsburg,17,18,17,26,-9
17,16,VfB Stuttgart,17,17,22,31,-9
17,17,Arminia Bielefeld,17,16,14,22,-8
17,18,SpVgg Greuther Fürth 1903,17,5,13,49,-36
18,1,FC Bayern München,18,43,57,18,39
18,2,Borussia Dortmund,18,37,44,28,16
18,3,TSG 1899 Hoffenheim,18,31,38,27,11
18,4,SC Freiburg,18,30,30,18,12
18,5,Bayer 04 Leverkusen,18,29,42,30,12
18,6,1. FC Köln,18,28,30,28,2
18,7,1. FC Union Berlin,18,28,25,23,2
18,8,Eintracht Frankfurt,18,27,29,27,2
18,9,RB Leipzig,18,25,34,23,11
18,10,1. FSV Mainz 05,18,24,26,21,5
18,11,VfL Bochum 1848,18,23,17,26,-9
18,12,Borussia Mönchengladbach,18,22,24,33,-9
18,13,Hertha BSC,18,21,21,38,-17
18,14,VfL Wolfsburg,18,20,17,30,-13
18,15,VfB Stuttgart,18,18,22,31,-9
18,16,FC Augsburg,18,18,18,29,-11
18,17,Arminia Bielefeld,18,17,16,24,-8
18,18,SpVgg Greuther Fürth 1903,18,6,13,49,-36
19,1,FC Bayern München,19,46,61,18,43
19,2,Borussia Dortmund,19,40,49,29,20
19,3,Bayer 04 Leverkusen,19,32,44,31,13
19,4,TSG 1899 Hoffenheim,19,31,39,29,10
19,5,1. FC Union Berlin,19,31,27,24,3
19,6,SC Freiburg,19,30,31,23,8
19,7,RB Leipzig,19,28,36,23,13
19,8,Eintracht Frankfurt,19,28,30,28,2
19,9,1. FC Köln,19,28,30,32,-2
19,10,1. FSV Mainz 05,19,27,27,21,6
19,11,VfL Bochum 1848,19,23,17,27,-10
19,12,Borussia Mönchengladbach,19,22,25,35,-10
19,13,Hertha BSC,19,22,21,38,-17
19,14,VfL Wolfsburg,19,21,17,30,-13
19,15,FC Augsburg,19,19,19,30,-11
19,16,Arminia Bielefeld,19,18,18,26,-8
19,17,VfB Stuttgart,19,18,22,33,-11
19,18,SpVgg Greuther Fürth 1903,19,7,15,51,-36
20,1,FC Bayern München,20,49,65,19,46
20,2,Borussia Dortmund,20,43,52,31,21
20,3,Bayer 04 Leverkusen,20,35,49,32,17
20,4,1. FC Union Berlin,20,34,29,25,4
20,5,SC Freiburg,20,33,33,23,10
20,6,RB Leipzig,20,31,38,23,15
20,7,TSG 1899 Hoffenheim,20,31,41,32,9
20,8,1. FC Köln,20,29,32,34,-2
20,9,Eintracht Frankfurt,20,28,30,30,0
20,10,1. FSV Mainz 05,20,27,28,23,5
20,11,VfL Bochum 1848,20,24,19,29,-10
20,12,Borussia Mönchengladbach,20,22,26,37,-11
20,13,Hertha BSC,20,22,22,42,-20
20,14,Arminia Bielefeld,20,21,20,26,-6
20,15,VfL Wolfsburg,20,21,17,32,-15
20,16,FC Augsburg,20,19,20,35,-15
20,17,VfB Stuttgart,20,18,22,35,-13
20,18,SpVgg Greuther Fürth 1903,20,10,17,52,-35
21,1,FC Bayern München,21,52,68,21,47
21,2,Borussia Dortmund,21,43,54,36,18
21,3,Bayer 04 Leverkusen,21,38,54,34,20
21,4,1. FC Union Berlin,21,34,29,27,2
21,5,SC Freiburg,21,33,33,24,9
21,6,1. FC Köln,21,32,33,34,-1
21,7,RB Leipzig,21,31,40,26,14
21,8,TSG 1899 Hoffenheim,21,31,41,34,7
21,9,Eintracht Frankfurt,21,31,33,32,1
21,10,1. FSV Mainz 05,21,30,30,23,7
21,11,VfL Bochum 1848,21,25,20,30,-10
21,12,VfL Wolfsburg,21,24,21,33,-12
21,13,Borussia Mönchengladbach,21,23,27,38,-11
21,14,Hertha BSC,21,23,23,43,-20
21,15,Arminia Bielefeld,21,22,21,27,-6
21,16,FC Augsburg,21,22,22,35,-13
21,17,VfB Stuttgart,21,18,24,38,-14
21,18,SpVgg Greuther Fürth 1903,21,10,18,56,-38
22,1,FC Bayern München,22,52,70,25,45
22,2,Borussia Dortmund,22,46,57,36,21
22,3,Bayer 04 Leverkusen,22,41,58,36,22
22,4,RB Leipzig,22,34,43,27,16
22,5,TSG 1899 Hoffenheim,22,34,43,34,9
22,6,SC Freiburg,22,34,34,25,9
22,7,1. FC Union Berlin,22,34,29,30,-1
22,8,1. FC Köln,22,32,34,37,-3
22,9,1. FSV Mainz 05,22,31,31,24,7
22,10,Eintracht Frankfurt,22,31,33,34,-1
22,11,VfL Bochum 1848,22,28,24,32,-8
22,12,VfL Wolfsburg,22,27,23,33,-10
22,13,Borussia Mönchengladbach,22,26,30,40,-10
22,14,Hertha BSC,22,23,24,45,-21
22,15,Arminia Bielefeld,22,22,21,29,-8
22,16,FC Augsburg,22,22,24,38,-14
22,17,VfB Stuttgart,22,18,26,42,-16
22,18,SpVgg Greuther Fürth 1903,22,13,20,57,-37
23,1,FC Bayern München,23,55,74,26,48
23,2,Borussia Dortmund,23,49,63,36,27
23,3,Bayer 04 Leverkusen,23,41,60,39,21
23,4,RB Leipzig,23,37,49,28,21
23,5,TSG 1899 Hoffenheim,23,37,45,35,10
23,6,SC Freiburg,23,37,36,26,10
23,7,1. FC Köln,23,35,35,37,-2
23,8,1. FSV Mainz 05,23,34,34,26,8
23,9,1. FC Union Berlin,23,34,29,31,-2
23,10,Eintracht Frankfurt,23,31,33,35,-2
23,11,VfL Bochum 1848,23,29,25,33,-8
23,12,VfL Wolfsburg,23,27,24,35,-11
23,13,Borussia Mönchengladbach,23,26,30,46,-16
23,14,Arminia Bielefeld,23,25,22,29,-7
23,15,Hertha BSC,23,23,25,51,-26
23,16,FC Augsburg,23,22,25,40,-15
23,17,VfB Stuttgart,23,19,27,43,-16
23,18,SpVgg Greuther Fürth 1903,23,13,21,61,-40
24,1,FC Bayern München,24,58,75,26,49
24,2,Borussia Dortmund,24,50,64,37,27
24,3,Bayer 04 Leverkusen,24,44,63,39,24
24,4,RB Leipzig,24,40,50,28,22
24,5,SC Freiburg,24,40,39,26,13
24,6,TSG 1899 Hoffenheim,24,40,47,36,11
24,7,1. FC Union Berlin,24,37,32,32,0
24,8,1. FC Köln,24,36,36,38,-2
24,9,1. FSV Mainz 05,24,34,35,29,6
24,10,Eintracht Frankfurt,24,31,33,36,-3
24,11,VfL Bochum 1848,24,29,25,34,-9
24,12,VfL Wolfsburg,24,28,26,37,-11
24,13,Borussia Mönchengladbach,24,27,32,48,-16
24,14,Arminia Bielefeld,24,25,22,32,-10
24,15,FC Augsburg,24,23,26,41,-15
24,16,Hertha BSC,24,23,25,54,-29
24,17,VfB Stuttgart,24,19,28,45,-17
24,18,SpVgg Greuther Fürth 1903,24,14,22,62,-40
25,1,FC Bayern München,25,59,76,27,49
25,2,Borussia Dortmund,25,53,65,37,28
25,3,Bayer 04 Leverkusen,25,45,64,40,24
25,4,TSG 1899 Hoffenheim,25,43,48,36,12
25,5,RB Leipzig,25,41,51,29,22
25,6,SC Freiburg,25,41,40,27,13
25,7,1. FC Union Berlin,25,37,32,33,-1
25,8,1. FC Köln,25,36,36,39,-3
25,9,1. FSV Mainz 05,25,34,35,30,5
25,10,Eintracht Frankfurt,25,34,37,37,0
25,11,VfL Bochum 1848,25,32,27,35,-8
25,12,VfL Wolfsburg,25,31,27,37,-10
25,13,Borussia Mönchengladbach,25,27,34,51,-17
25,14,FC Augsburg,25,26,27,41,-14
25,15,Arminia Bielefeld,25,25,22,33,-11
25,16,Hertha BSC,25,23,26,58,-32
25,17,VfB Stuttgart,25,22,31,47,-16
25,18,SpVgg Greuther Fürth 1903,25,14,23,64,-41
26,1,FC Bayern München,26,60,77,28,49
26,2,Borussia Dortmund,26,56,66,37,29
26,3,Bayer 04 Leverkusen,26,45,64,41,23
26,4,RB Leipzig,26,44,57,30,27
26,5,SC Freiburg,26,44,43,29,14
26,6,TSG 1899 Hoffenheim,26,44,49,37,12
26,7,1. FC Köln,26,39,37,39,-2
26,8,1. FC Union Berlin,26,38,33,34,-1
26,9,Eintracht Frankfurt,26,37,39,38,1
26,10,1. FSV Mainz 05,26,34,36,32,4
26,11,VfL Bochum 1848,26,32,28,37,-9
26,12,VfL Wolfsburg,26,31,29,40,-11
26,13,Borussia Mönchengladbach,26,30,36,51,-15
26,14,FC Augsburg,26,29,29,42,-13
26,15,Arminia Bielefeld,26,25,22,34,-12
26,16,VfB Stuttgart,26,23,32,48,-16
26,17,Hertha BSC,26,23,26,60,-34
26,18,SpVgg Greuther Fürth 1903,26,14,24,70,-46
27,1,FC Bayern München,27,63,81,28,53
27,2,Borussia Dortmund,27,57,67,38,29
27,3,Bayer 04 Leverkusen,27,48,66,41,25
27,4,RB Leipzig,27,45,57,30,27
27,5,SC Freiburg,27,45,43,29,14
27,6,TSG 1899 Hoffenheim,27,44,49,40,9
27,7,1. FC Köln,27,40,38,40,-2
27,8,Eintracht Frankfurt,27,38,39,38,1
27,9,1. FC Union Berlin,27,38,33,38,-5
27,10,1. FSV Mainz 05,27,37,40,32,8
27,11,Borussia Mönchengladbach,27,33,38,51,-13
27,12,VfL Bochum 1848,27,32,28,39,-11
27,13,VfL Wolfsburg,27,31,29,42,-13
27,14,FC Augsburg,27,29,31,45,-14
27,15,VfB Stuttgart,27,26,35,50,-15
27,16,Hertha BSC,27,26,29,60,-31
27,17,Arminia Bielefeld,27,25,22,38,-16
27,18,SpVgg Greuther Fürth 1903,27,15,24,70,-46
28,1,FC Bayern München,28,66,85,29,56
28,2,Borussia Dortmund,28,57,68,42,26
28,3,Bayer 04 Leverkusen,28,51,68,42,26
28,4,RB Leipzig,28,48,61,31,30
28,5,SC Freiburg,28,45,44,33,11
28,6,TSG 1899 Hoffenheim,28,44,50,42,8
28,7,1. FC Union Berlin,28,41,34,38,-4
28,8,1. FC Köln,28,40,38,41,-3
28,9,Eintracht Frankfurt,28,39,39,38,1
28,10,1. FSV Mainz 05,28,38,41,33,8
28,11,VfL Bochum 1848,28,35,30,40,-10
28,12,Borussia Mönchengladbach,28,34,39,52,-13
28,13,FC Augsburg,28,32,34,45,-11
28,14,VfL Wolfsburg,28,31,29,45,-16
28,15,VfB Stuttgart,28,27,36,51,-15
28,16,Arminia Bielefeld,28,26,23,39,-16
28,17,Hertha BSC,28,26,30,62,-32
28,18,SpVgg Greuther Fürth 1903,28,16,24,70,-46
29,1,FC Bayern München,29,69,86,29,57
29,2,Borussia Dortmund,29,60,70,42,28
29,3,Bayer 04 Leverkusen,29,52,68,42,26
29,4,RB Leipzig,29,51,64,31,33
29,5,SC Freiburg,29,48,46,34,12
29,6,TSG 1899 Hoffenheim,29,44,50,45,5
29,7,1. FC Union Berlin,29,44,38,39,-1
29,8,1. FC Köln,29,43,41,43,-2
29,9,Eintracht Frankfurt,29,39,40,40,0
29,10,1. FSV Mainz 05,29,38,43,36,7
29,11,Borussia Mönchengladbach,29,37,41,52,-11
29,12,VfL Bochum 1848,29,36,30,40,-10
29,13,VfL Wolfsburg,29,34,33,45,-12
29,14,FC Augsburg,29,32,34,46,-12
29,15,VfB Stuttgart,29,27,36,53,-17
29,16,Arminia Bielefeld,29,26,23,43,-20
29,17,Hertha BSC,29,26,31,66,-35
29,18,SpVgg Greuther Fürth 1903,29,16,24,72,-48
30,1,FC Bayern München,30,72,89,29,60
30,2,Borussia Dortmund,30,63,76,43,33
30,3,RB Leipzig,30,54,65,31,34
30,4,Bayer 04 Leverkusen,30,52,68,43,25
30,5,SC Freiburg,30,51,49,34,15
30,6,1. FC Union Berlin,30,47,40,39,1
30,7,1. FC Köln,30,46,44,44,0
30,8,TSG 1899 Hoffenheim,30,45,50,45,5
30,9,1. FSV Mainz 05,30,39,43,36,7
30,10,Eintracht Frankfurt,30,39,40,42,-2
