id,utcDate,status,matchday,stage,group,lastUpdated,referees,area.id,area.name,area.code,area.flag,competition.id,competition.name,competition.code,competition.type,competition.emblem,season.id,season.startDate,season.endDate,season.currentMatchday,season.winner.id,season.winner.name,season.winner.shortName,season.winner.tla,season.winner.crest,season.winner.address,season.winner.website,season.winner.founded,season.winner.clubColors,season.winner.venue,season.winner.lastUpdated,homeTeam.id,homeTeam.name,homeTeam.shortName,homeTeam.tla,homeTeam.crest,awayTeam.id,awayTeam.name,awayTeam.shortName,awayTeam.tla,awayTeam.crest,score.winner,score.duration,score.fullTime.home,score.fullTime.away,score.halfTime.home,score.halfTime.away,odds.msg
309590,2020-09-19T16:00:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 11006, 'name': 'Rosario Abisso', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 44989, 'name': 'Valerio Colarossi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11089, 'name': 'Giovanni Baccini', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11112, 'name': 'Juan Sacchi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 10990, 'name': 'Piero Giacomelli', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,99,ACF Fiorentina,Fiorentina,FIO,https://crests.football-data.org/99.png,586,Torino FC,Torino,TOR,https://crests.football-data.org/586.png,HOME_TEAM,REGULAR,1,0,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.
309591,2020-09-30T18:45:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:59Z,"[{'id': 10977, 'name': 'Fabio Maresca', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11007, 'name': 'Alessandro Costanzo', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11080, 'name': 'Sergio Ranghetti', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11021, 'name': 'Fabrizio Pasqua', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11050, 'name': 'Giampaolo Calvarese', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,110,SS Lazio,Lazio,LAZ,https://crests.football-data.org/110.png,102,Atalanta BC,Atalanta,ATA,https://crests.football-data.org/102.png,AWAY_TEAM,REGULAR,1,4,0.0,3.0,Activate Odds-Package in User-Panel to retrieve odds.
309598,2020-09-30T16:00:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:59Z,"[{'id': 11039, 'name': 'Marco Piccinini', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11038, 'name': 'Lucas Mondin', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 57238, 'name': 'Vito Mastrodonato', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11119, 'name': 'Livio Marinelli', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11083, 'name': 'Luigi Nasca', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,1106,Benevento Calcio,Benevento,BEN,https://crests.football-data.org/1106.png,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,AWAY_TEAM,REGULAR,2,5,1.0,4.0,Activate Odds-Package in User-Panel to retrieve odds.
309594,2020-09-30T16:00:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:59Z,"[{'id': 57794, 'name': 'Alessandro Prontera', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 10987, 'name': 'Filippo Valeriani', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 131112, 'name': 'Thomas Ruggieri', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11053, 'name': 'Daniele Chiffi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11002, 'name': 'Luca Pairetto', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,115,Udinese Calcio,Udinese,UDI,https://crests.football-data.org/115.png,488,Spezia Calcio,Spezia Calcio,SPE,https://crests.football-data.org/488.svg,AWAY_TEAM,REGULAR,0,2,0.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.
309592,2020-09-21T18:45:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 10980, 'name': 'Federico La Penna', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11182, 'name': 'Marco Bresmes', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 57248, 'name': 'Valerio Vecchi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11084, 'name': 'Davide Ghersini', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11029, 'name': 'Davide Massa', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,98,AC Milan,Milan,MIL,https://crests.football-data.org/98.png,103,Bologna FC 1909,Bologna,BOL,https://crests.football-data.org/103.png,HOME_TEAM,REGULAR,2,0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.
309596,2020-09-19T18:45:00Z,AWARDED,1,REGULAR_SEASON,Regular Season,2020-10-24T08:35:25Z,"[{'id': 11053, 'name': 'Daniele Chiffi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11069, 'name': 'Fabiano Preti', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 49494, 'name': 'Luigi Rossi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11280, 'name': 'Antonio Giua', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11054, 'name': 'Massimiliano Irrati', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,450,Hellas Verona FC,Verona,HVE,https://crests.football-data.org/450.png,100,AS Roma,Roma,ROM,https://crests.football-data.org/100.png,HOME_TEAM,REGULAR,3,0,,,Activate Odds-Package in User-Panel to retrieve odds.
309597,2020-09-20T16:00:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 11119, 'name': 'Livio Marinelli', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 57234, 'name': 'Oreste Muto', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 127997, 'name': 'Domenico Palermo', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 10985, 'name': 'Michael Fabbri', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11063, 'name': 'Aleandro Di Paolo', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,471,US Sassuolo Calcio,Sassuolo,SAS,https://crests.football-data.org/471.png,104,Cagliari Calcio,Cagliari,CAG,https://crests.football-data.org/104.png,DRAW,REGULAR,1,1,0.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.
309595,2020-09-20T13:00:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 57842, 'name': 'Giovanni Ayroldi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11076, 'name': 'Alessandro Giallatini', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 76767, 'name': 'Giuseppe Maccaddino', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11072, 'name': 'Gianluca Manganiello', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11047, 'name': 'Luca Banti', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,107,Genoa CFC,Genoa,GEN,https://crests.football-data.org/107.png,472,FC Crotone,Crotone,CRO,https://crests.football-data.org/472.png,HOME_TEAM,REGULAR,4,1,3.0,1.0,Activate Odds-Package in User-Panel to retrieve odds.
309593,2020-09-20T10:30:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 11043, 'name': 'Maurizio Mariani', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11023, 'name': 'Emanuele Prenna', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 57773, 'name': 'Damiano Margani', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11086, 'name': 'Riccardo Ros', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11068, 'name': 'Gianluca Aureliano', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,112,Parma Calcio 1913,Parma,PAR,https://crests.football-data.org/112.png,113,SSC Napoli,Napoli,NAP,https://crests.football-data.org/113.png,AWAY_TEAM,REGULAR,0,2,0.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.
309589,2020-09-20T18:45:00Z,FINISHED,1,REGULAR_SEASON,Regular Season,2020-11-14T08:34:58Z,"[{'id': 11039, 'name': 'Marco Piccinini', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11051, 'name': 'Matteo Passeri', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 55938, 'name': 'Domenico Rocca', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 57837, 'name': 'Federico Dionisi', 'type': 'REFEREE', 'nationality': 'Italy'}, {'id': 11050, 'name': 'Giampaolo Calvarese', 'type': 'REFEREE', 'nationality': 'Italy'}]",2114,Italy,ITA,https://crests.football-data.org/784.svg,2019,Serie A,SA,LEAGUE,https://crests.football-data.org/SA.png,638,2020-09-19,2021-05-23,38,108,FC Internazionale Milano,Inter,INT,https://crests.football-data.org/108.png,Corso Vittorio Emanuele II 9 Milano 20122,http://www.inter.it,1908,Blue / Black,Stadio Giuseppe Meazza,2021-11-24T14:55:58Z,109,Juventus FC,Juventus,JUV,https://crests.football-data.org/109.png,584,UC Sampdoria,Sampdoria,SAM,https://crests.football-data.org/584.svg,HOME_TEAM,REGULAR,3,0,1.0,0.0,Activate Odds-Package in User-Panel to retrieve odds.
