matchday,position,team_name,playedGames,points,goalsFor,goalsAgainst,goalDifference
1,1,FC Barcelona,1,3,3,0,3
1,2,Valencia CF,1,3,4,2,2
1,3,Granada CF,1,3,2,0,2
1,4,CA Osasuna,1,3,2,0,2
1,5,Club Atlético de Madrid,1,3,2,0,2
1,6,Real Madrid CF,1,3,2,0,2
1,7,Real Betis Balompié,1,3,1,0,1
1,8,Real Valladolid CF,1,1,1,1,0
1,9,Real Sociedad de Fútbol,1,1,1,1,0
1,10,Villarreal CF,1,1,1,1,0
1,11,SD Huesca,1,1,1,1,0
1,12,SD Eibar,1,1,0,0,0
1,13,RC Celta de Vigo,1,1,0,0,0
1,14,Deportivo Alavés,1,0,0,1,-1
1,15,Levante UD,1,0,2,4,-2
1,16,Athletic Club,1,0,0,2,-2
1,17,Cádiz CF,1,0,0,2,-2
1,18,Sevilla FC,1,0,0,2,-2
1,19,Getafe CF,1,0,0,2,-2
1,20,Elche CF,1,0,0,3,-3
1,1,FC Barcelona,1,3,3,0,3
1,2,Valencia CF,1,3,4,2,2
1,3,Granada CF,1,3,2,0,2
1,4,Club Atlético de Madrid,1,3,2,0,2
1,5,Real Madrid CF,1,3,2,0,2
1,6,Real Valladolid CF,1,1,1,1,0
1,7,Villarreal CF,1,1,1,1,0
1,8,SD Eibar,1,1,0,0,0
1,19,Deportivo Alavés,1,0,0,1,-1
1,20,Cádiz CF,1,0,0,2,-2
1,1,CA Osasuna,1,3,2,0,2
1,2,Real Betis Balompié,1,3,1,0,1
1,3,Real Sociedad de Fútbol,1,1,1,1,0
1,4,SD Huesca,1,1,1,1,0
1,5,RC Celta de Vigo,1,1,0,0,0
1,16,Levante UD,1,0,2,4,-2
1,17,Athletic Club,1,0,0,2,-2
1,18,Sevilla FC,1,0,0,2,-2
1,19,Getafe CF,1,0,0,2,-2
1,20,Elche CF,1,0,0,3,-3
2,1,FC Barcelona,2,6,6,2,4
2,2,Granada CF,2,6,4,1,3
2,3,Real Betis Balompié,2,6,3,0,3
2,4,Club Atlético de Madrid,2,4,3,1,2
2,5,Real Madrid CF,2,4,2,0,2
2,6,Villarreal CF,2,4,3,2,1
2,7,RC Celta de Vigo,2,4,2,1,1
2,8,Valencia CF,2,3,5,4,1
2,9,CA Osasuna,2,3,2,1,1
2,10,Cádiz CF,2,3,2,2,0
2,11,Sevilla FC,2,3,2,2,0
2,12,Getafe CF,2,3,1,2,-1
2,13,Real Sociedad de Fútbol,2,2,1,1,0
2,14,SD Eibar,2,1,1,2,-1
2,15,Levante UD,2,1,3,5,-2
2,16,Real Valladolid CF,2,1,1,3,-2
2,17,SD Huesca,2,1,1,3,-2
2,18,Deportivo Alavés,2,0,1,3,-2
2,19,Athletic Club,2,0,2,5,-3
2,20,Elche CF,2,0,0,5,-5
2,1,Granada CF,2,6,4,1,3
2,2,Villarreal CF,2,4,3,2,1
2,3,CA Osasuna,2,3,2,1,1
2,20,Elche CF,2,0,0,5,-5
3,1,FC Barcelona,3,9,10,2,8
3,2,Club Atlético de Madrid,3,7,9,2,7
3,3,Real Madrid CF,3,7,5,2,3
3,4,Real Betis Balompié,3,6,5,3,2
3,5,Sevilla FC,3,6,5,3,2
3,6,Granada CF,3,6,5,7,-2
3,7,Real Sociedad de Fútbol,3,5,4,1,3
3,8,RC Celta de Vigo,3,5,3,2,1
3,9,Valencia CF,3,4,6,5,1
3,10,Levante UD,3,4,6,6,0
3,11,Getafe CF,3,4,1,2,-1
3,12,Villarreal CF,3,4,3,6,-3
3,13,CA Osasuna,3,3,3,4,-1
3,14,Athletic Club,3,3,4,6,-2
3,15,Cádiz CF,3,3,3,5,-2
3,16,Real Valladolid CF,3,2,2,4,-2
3,17,SD Huesca,3,2,2,4,-2
3,18,SD Eibar,3,1,2,4,-2
3,19,Deportivo Alavés,3,1,1,3,-2
3,20,Elche CF,3,0,0,8,-8
4,1,FC Barcelona,4,12,13,2,11
